root_id	root_form	root_meaning_en	tla_root_form	tla_root_id	tla_root_meaning_en	tla_root_meaning_de
1157	nr		nr	871874		[Zeitpunkt]
1158	rwj		rj	871001		[Seite]
1159	rd		rd	872558		[wachsen]
1160	ꜥrf		srf	876353		[warm sein]
1161	zkr					
1162	zrm		zrm	874778		[Bier]
1163	rqj		srq	875495		[öffnen]
1164	s		s	870614		[Sitz]
1165	nsbj		nsbi̯	872363		[verschlingen; lecken]
1166	sdb		sdb	877028		[essen]
1167	sḏb		sḏb	877064		[leben]
1168	snp					
1169	snṯj		snṯi̯	870695		[gründen]
1170	nṯr		nṯr	870521		[Gott]
1171	nšp		nšp	872387		[atmen]
1172	sšp		sšp	874064		[leuchten]
1173	sšp		sšp	874064		[leuchten]
1174	ẖpn		ẖpn	870581		[ausgebaucht sein]
1175	nsq		nsq	872384		[stechen]
1176	nsr		nsr	872372		[brennen]
1177	šrr		šrr	875363		[flehen]
1178	nss		nss	872381		[beschädigen]
1179	mssbt					
1180	šꜣꜥ		šꜣꜥ	874985		[beginnen]
1181	šꜣꜥ		šꜣꜥ	874985		[beginnen]
1182	stẖ		stẖ	876950		[Seth]
1183	nw		nw	866219		[umhüllen]
1184	nw		nw	871967		[Zeit]
1185	nj		ni̯	867197		[abweisen]
1186	nw		nw	871868		[Wasser]
1187	nwḏ		nwḏ	872024		[bewegen]
1188	nwḥ		nwḥ	871460		[fesseln]
1189	swn		swn	876254		[wissen]
1190	swn		zwnu̯	873938		[leiden]
1191	swn		swn	876251		[kaufen]
1192	wš		wš	868772		[zerstören]
1193	ꜣbw		ꜣbw	863309		Elefant
1194	nꜥj		nꜥi̯	871877		[fahren; winden]
1195	nꜥꜥ		nꜥꜥ	871940		[glätten]
1196	nꜥj		nꜥi̯	871877		[fahren; winden]
1197	nꜥj		nꜥi̯	871877		[fahren; winden]
1198	ꜥꜣb		ꜥb	866642		[rein sein]
1199	ꜥḏ		ꜥḏ	864302		[aufhacken]
1200	mhj		mhi̯	870650		[vergessen]
1201	ḫꜣj		ḫꜣi̯	870530		[messen]
1202	nꜥꜥ		nꜥꜥ	871940		[glätten]
1203	jꜣr		jꜣr	864074		[Flechtwerk]
1204	ꜥb		ꜥb	866642		[rein sein]
1205	bgꜣ		bgꜣ	869720		[schiffbrüchig sein]
1206	bnd		bnd	869573		[einwickeln]
1207	bnḏ		bnḏ	869567		[Gurke]
1208	bng		bng	869564		[Überfluss haben]
1209	ḏdḥ		ḏdḥ	875810		[einsperren]
1210	dm		dm	877037		[scharf sein]
1211	dmj		dmj	873806		[berühren]
1212	db		db	872489		[Horn]
1213	db					
1214	ḏmꜥ		ḏmꜥ	871850		[dürr sein]
1215	ḏnj		dn	871790		[abschneiden]
1216	ḏn		ḏn	877631		[dreschen]
1217	ḏn		ḏn	877631		[dreschen]
1218	dbn		dbn	871325		[umwenden]
1219	dbr					
1220	ḏbꜣ		ḏbꜣ	877691		[austauschen]
1221	ḏnjr					
1222	zl		zl	877748		[Zweig]
1223	ḏbꜣ					
1224	ḏbꜣ		ḏbꜣ	877691		[austauschen]
1225	ḏbꜣ		ḏbꜣ	877691		[austauschen]
1226	ḏbꜥ		ḏbꜥ	877682		[Finger]
1227	dqr		dqr	878108		[Frucht]
1228	ḏdj		ḏdi̯	872528		[dauern]
1229	ḏdꜣ		ḏdꜣ	875906		[fett sein]
1230	ḏꜣf		ḏꜣf	877616		[verbrennen]
1231	drg					
1232	dg		dg	878270		[gehen]
1233	dgm		dgm	878267		[Rizinus]
1234	ḏr		ḏr	877769		[Vogel]
1235	ḏdm		ḏdm	875816		[aufhäufen]
1236	ḏr		ḏr	877577		[Hand]
1237	ḏꜣr		ḏꜣr	877628		[Skorpion]
1238	dbn		dbn	871325		[umwenden]
1239	ṯḥn		ṯḥn	870740		[begegnen]
1240	dhn		dhn	878237		[anordnen; verbeugen]
1241	ḏꜣj		wḏꜣ	868865		[übrigbleiben]
1242	dwn		dwn	875891		[ausstrecken]
1243	ḏḥr					
1244	ḏḥ		ḏḥ	877808		[Metall]
1245	ḏḥ					
1246	ḏḥꜣ		ḏḥꜣ	875837		[Stroh]
1247	gmꜥ		gmꜥ	878006		[schädigen]
1248	gꜣš					
1249	ḥb					
1250	ḥḏ		ḥḏ	870590		[weiß]
1251	ḥfdj		ḥfdi̯	873278		[emporklimmen]
1252	ḫf		ḫf	872306		[fließen]
1253	ḥfn		ḥfꜣ	873266		[kriechen]
1254	ḫḫ					
1255	hm		hm	872765		[Fährlohn]
1256	ḫnz		ḫnz	874274		[vorbeiziehen]
1257	ḥpt		ḥpt	873254		[umarmen]
1258	ḥwꜣ		ḥwꜣ	872990		[faulen]
1259	ḥzj		ḥzi̯	873527		[heranbringen]
1260	hꜣj		hꜣi̯	866237		[herabsteigen]
1261	hꜣj		hꜣi̯	866237		[herabsteigen]
1262	ḥwj		ḥwi̯	865883		[schlagen]
1263	hꜣ					
1264	ḫꜣj		ḫꜣi̯	870530		[messen]
1265	ḥwj		ḥwi̯	865883		[schlagen]
1266	ḥṯs		ḥṯs	873641		[Wüstenspringmaus]
1267	ḥwj		ḥwi̯	865883		[schlagen]
1268	ḥtj		ḥḏi̯	870593		[schädigen]
1269	ḥꜣ		ḥꜣ	872840		[Anfang]
1270	ḥwj		ḥwi̯	865883		[schlagen]
1271	ḥwrꜥ		ḥwrꜥ	873011		[rauben]
1272	jp		jp	864638		[Innenraum]
1273	jwn		jwn	864506		[Farbe; Charakter]
1274	mḏ		mḏ	871838		[zehn]
1275	mrḫ					
1276	mḫr					
1277	mn		mn	864728		[bleiben; dauern]
1278	n		n	869504		[Negation]
1279	nwꜣ		nwꜣ	871955		[sehen]
1280	tr					
1281	qwr		qwr	875675		[ausschöpfen]
1282	sd		sd	871256		[gekleidet sein]
1283	sḏ		sḏ	876185		[zerbrechen]
1284	smn		smn	876422		[Nilgans]
1285	šms		šms	875288		[folgen]
1286	šm		šm	875264		[Schwiegervater]
1287	snp					
1288	šnṯ		šnṯ	866012		[streiten; kämpfen; schmähen]
1289	znj		zni̯	865940		[abtrennen]
1290	šn		šn	875324		[hundert]
1291	šnj		šni̯	875300		[stinken]
1292	šn					
1293	zpj		zp	874694		[Fall]
1294	šnj		šni̯	875102		[rund sein]
1295	šnj		šni̯	875303		[leiden]
1296	šnj		šni̯	875102		[rund sein]
1297	ẖpn		ẖpn	870581		[ausgebaucht sein]
1298	spr		spr	870557		[gelangen]
1299	spr		spr	870557		[gelangen]
1300	znf		znf	874757		[bluten]
1301	špt		špt	875198		[aufblasen]
1302	šq		šq	875579		[Ring]
1303	rwj		sri̯	876581		[kommandieren]
1304	srj		sri̯	876587		[ausbreiten]
1305	sr		sr	874769		[Dorn; Stachel]
1306	štꜣ		štꜣ	873914		[verborgen sein]
1307	štꜣ		štꜣ	873914		[verborgen sein]
1308	zꜣ					
1309	zꜣ		zꜣ	874604		[Sohn]
1310	zꜣw		zꜣw	874616		[zerbrechen]
1311	sꜣ		sꜣ	876032		[Rücken]
1312	sꜣ		sꜣ	876032		[Rücken]
1313	ꜣ		ꜣ	863249		[momentum]
1314	ꜣbw		ꜣbw	863309		Elefant
1315	ꜣbw		ꜣbw	863309		Elefant
1316	ꜥbꜥ		ꜥbꜥ	866648		[steif]
1317	ꜥtḫ		ꜥtḫ	867065		[auspressen]
1318	ꜣbḏ		ꜣbḏ	863990		[Abydos]
1319	ꜣbḫ		ꜣbḫ	863339		[vermischen; verbinden]
1320	ꜥb		ꜥb	866639		[Horn]
1321	ꜣfꜥ		ꜣfꜥ	864002		[Gier]
1322	jꜥꜣ		jꜥꜣ	864422		[Esel]
1323	ꜣbḫ		ꜣbḫ	863339		[vermischen; verbinden]
1324	ꜥꜣḏ		ꜥꜣḏ	864269		[Rand; Gebiet]
1325	ꜥꜣm		ꜥꜣm	866579		[Asiat]
1326	ꜥḏꜣ		ꜥḏꜣ	867071		[Unrecht]
1327	ꜥpj		ꜥpi̯	864596		[durchschreiten; fliegen]
1328	ꜥḏ		ꜥḏ	864275		[wohlbehalten sein]
1329	ꜥꜥꜣm					
1330	ꜣḥj		ꜣḥi̯	864095		[überschwemmen]
1331	ꜥḏꜣ		ꜥḏꜣ	867071		[Unrecht]
1332	ꜥff		ꜥff	866681		[summen]
1333	ꜥgn					
1334	ꜥgn		ꜥgn	867056		[Kalb]
1335	ꜥgs					
1336	ꜥḫj		ꜥḫi̯	864179		[Feuerbecken]
1337	ꜥẖm		ꜥẖm	867014		[Schauder erwecken]
1338	ꜥẖm		ꜥẖm	867014		[Schauder erwecken]
1339	ꜥḥꜣ		ꜥḥꜣ	864098		[kämpfen]
1340	ꜣzḫ		ꜣzḫ	864134		[sicheln; ernten]
1341	ꜥjꜣ		ꜥjꜣ	866249		[Leinen]
1342	ꜣṯj		ꜣṯi̯	864278		[warten; erziehen]
1343	ꜥm		ꜥm	866699		[verschlucken]
1344	qnb		qnb	871853		[biegen; beugen]
1345	hꜣj		hꜣi̯	866237		[herabsteigen]
1346	jjr					
1347	ḏt					
1348	hrw		hru̯	872201		[zufrieden sein]
1349	knm		knm	875981		[einhüllen]
1350	sr		sr	876584		[ankündigen]
1351	dbs		dbs	878318		[stechen]
1352	wḏb		wḏb	868835		[umwenden]
1353	qn		qni̯	873887		[fett sein]
1354	sr		sr	876584		[ankündigen]
1356	šdj		sšd	875564		[umbinden]
1357	qḥ		qḥ	875993		[(Steine) brechen]
1358	tkꜣ					
