entry_id	tla_id
106	63990
106	63980
106	69350
106	69360
106	133780
106	133790
106	133800
106	133820
106	133830
106	857661
106	857662
106	852044
106	137390
106	d5512
106	116710
106	97050
106	133840
106	133920
106	877838
107	63890
107	63900
107	63910
108	64050
109	64040
110	64130
111	63420
111	63460
111	63480
111	63490
111	63500
111	63510
111	63520
111	63530
111	63540
111	63550
111	63570
111	63630
112	63760
113	166950
113	166960
113	167050
113	167060
113	167070
114	166970
114	d6313
114	d6766
114	166990
116	166900
117	d6713
117	168780
118	168210
118	168230
118	860910
118	d6920
119	167750
119	167760
119	167800
120	164780
121	167160
122	167210
122	167370
122	167380
123	147230
123	147240
123	167540
123	167550
123	167560
123	167570
123	167580
123	167600
123	167610
123	600572
123	856747
124	167700
125	184480
126	167400
126	167410
126	167460
126	167490
126	167440
126	d6806
126	167700
127	167670
128	167730
128	167740
129	167810
130	167840
131	167830
132	167980
132	167990
132	168000
132	168010
132	168020
132	168030
132	168070
132	168080
132	168090
132	168120
132	550075
132	854571
132	d6867
132	d6869
132	d6868
132	d6872
132	d6873
132	168040
132	168050
132	168150
132	853430
132	851090
132	168100
132	168170
132	77220
132	77230
132	147320
132	147310
132	856972
132	d6916
133	167980
133	167990
133	168000
133	168010
133	168020
133	168030
133	168070
133	168080
133	168090
133	168120
133	550075
133	854571
133	d6867
133	d6869
133	d6868
133	d6872
133	d6873
133	168040
133	168050
133	168150
133	853430
133	851090
133	168100
133	168170
133	77220
133	77230
133	147320
133	147310
133	856972
133	d6916
134	147300
134	167880
134	167900
134	167920
134	167950
134	873837
134	147301
134	873838
134	147302
134	147303
134	873840
134	147304
134	873841
134	147305
134	147306
135	167860
136	852966
137	161670
138	168670
138	168290
139	168250
139	168260
139	168330
140	168690
141	168610
142	d6946
142	d6470
143	863456
144	863681
145	166790
146	166110
146	166130
146	166210
146	166220
146	166250
146	166260
146	166270
146	166280
147	166020
148	166140
148	166210
148	166290
148	166300
149	166050
149	166110
149	166190
150	166380
151	166420
152	166490
153	166570
154	97760
154	97780
154	97950
154	97970
155	97770
156	101880
157	140250
157	140260
157	140540
157	140550
157	140560
157	102730
157	102790
157	102320
158	112980
158	114450
159	121200
159	121210
160	114460
160	114470
160	114480
160	114530
160	114550
160	114990
160	115000
161	114460
161	114470
161	114480
161	114550
161	115000
162	112980
162	112990
162	113000
162	114450
162	852398
162	874154
163	114460
163	114470
163	114480
163	114490
163	114540
163	114550
163	115000
164	122070
164	122080
164	122090
164	122100
164	122110
164	122120
164	d4678
164	d4683
164	d4684
164	d4686
164	d2671
164	74690
164	867980
164	dm6955
165	98010
166	98020
166	98060
166	98110
167	98120
168	98200
169	851405
170	98110
170	98020
171	115430
171	115570
172	98220
173	103720
174	115700
174	859942
175	103740
175	103750
175	103760
175	103780
175	103790
175	103850
175	103900
175	103910
175	103920
175	103810
176	113860
176	115800
176	d4754
177	99600
177	99620
178	112170
178	d1777
178	d1778
178	858853
178	858715
178	56990
178	56970
178	858626
178	858694
178	850566
178	858498
178	56980
178	112180
178	101790
179	112160
179	112300
179	112301
179	112330
179	112350
179	112410
179	112420
179	112430
179	112440
179	112450
179	112460
179	112520
179	112710
179	112730
179	112740
179	859467
180	112400
180	112660
181	112700
182	124990
183	124950
183	d4923
183	dm1320
183	dm7853
183	124890
184	116600
184	116760
184	116761
184	dm208
184	d4484
184	d4493
184	dm3931
184	400128
184	400129
184	116770
184	400127
184	116800
184	858264
184	856170
184	116840
184	116810
184	d4756
184	d5982
184	d5986
184	dm858
184	d5987
185	104340
185	104360
185	104370
185	104380
185	104390
185	65150
186	116630
186	116640
186	116650
187	116630
187	116640
187	116650
188	109250
189	114220
189	852962
190	120530
191	120510
192	869165
193	110770
193	110800
193	110810
193	110850
193	110860
193	110870
194	124730
194	124740
194	124760
194	124790
194	124850
194	856568
194	858266
194	143700
194	857717
194	d4909
194	d4913
194	dm2770
194	d5582
194	dm4290
195	110660
195	110661
195	110680
195	110690
195	110700
195	110710
195	110720
195	162370
195	500345
196	85630
196	98470
196	98480
196	98500
197	97670
197	98750
198	104650
198	105210
198	105240
198	105250
198	105300
199	104700
199	104750
199	104780
199	104790
199	105230
199	105330
199	105350
199	105360
199	105380
199	105480
199	105490
199	105500
199	450166
199	500232
199	79590
200	104710
200	104720
200	104730
201	105320
202	450114
203	104630
204	117290
204	117300
204	117310
204	117320
204	117330
204	117420
204	860850
204	117280
204	858277
204	858276
204	117380
204	117390
204	117410
204	858275
206	105840
207	106750
208	154360
208	154370
208	154380
208	154430
208	154460
208	154660
208	154680
208	154850
208	154860
208	154880
208	154890
208	154900
208	154910
208	154920
209	117200
209	117220
209	117240
210	105670
210	105700
210	105720
210	105730
210	105750
210	105780
211	123010
211	123030
212	105070
213	105050
213	105100
213	105110
213	105340
213	dm2583
214	116990
215	98560
215	98570
215	98700
215	98710
216	105890
216	105940
216	106310
216	872150
217	123110
218	106020
219	140780
219	140790
219	140800
219	140810
219	140820
219	105900
219	106000
219	853138
220	105960
220	106320
221	105870
221	105880
221	106040
221	106340
221	106420
222	106050
222	106060
222	106070
223	123130
223	123160
223	123170
223	123230
223	123240
223	123290
223	123300
224	123250
224	123270
224	123280
225	123110
226	119420
226	119430
226	119450
226	119460
226	119490
226	119500
227	119430
228	106920
229	107110
229	107120
229	107130
229	107140
229	107180
229	107190
229	107200
229	107250
229	856846
229	d4145
229	dm6461
229	107150
229	107160
229	107170
229	107050
229	107240
229	107210
229	107220
229	107040
229	107300
229	854751
229	856847
229	853605
229	856848
229	107310
229	853606
229	74120
229	855703
229	dm3036
229	d3847
229	d3865
229	107260
229	dm4874
229	d4258
229	dm460
229	880187
230	123480
230	123500
230	123510
231	118040
231	118050
231	118070
231	118110
231	118230
232	123550
232	123560
232	118160
232	118170
233	118280
234	98810
235	123700
235	123720
235	123710
236	123110
237	117850
238	117860
238	117870
239	107070
239	107090
239	110300
240	118320
240	118330
240	118340
240	118350
240	118360
240	118490
241	118390
241	118400
242	118370
242	118380
243	118400
243	d4588
243	dm1203
243	d1089
243	118390
243	d3556
244	118410
245	118720
246	118730
247	107380
248	98240
248	98270
249	856808
249	104000
250	116230
250	116240
250	116270
250	116280
250	116300
250	70024
251	120160
251	120150
252	116430
252	116440
252	116450
252	116510
252	116520
255	122880
256	110540
256	110550
256	110560
256	110570
256	110590
256	110600
257	110440
258	99060
258	99070
258	99160
258	d3837
258	d3774
258	879698
259	400090
260	400109
260	856925
260	99050
260	98990
260	85750
260	dm7689
260	98920
260	d3772
260	d4005
260	d4009
260	99020
260	856208
260	d3831
260	140180
260	851901
260	d5441
260	d5442
260	d5444
260	dm8091
260	140160
261	d2589
261	99010
261	73210
261	73220
261	73240
261	73250
261	73160
262	140980
262	107720
262	108340
263	109180
264	108360
264	108390
264	109010
265	107510
265	107520
265	107521
265	107529
265	107530
265	107600
265	107630
265	107650
265	107680
265	108300
265	108310
265	108330
265	108440
265	108470
265	108480
265	108490
265	108990
265	400090
265	400091
265	400092
265	400093
266	107720
266	108340
267	108370
268	107510
268	107600
268	107760
268	107520
268	107521
268	107529
268	107530
268	107630
268	107650
268	107680
268	108300
268	108310
268	108330
268	108440
268	108470
268	108480
268	108490
268	108990
268	400090
268	400091
268	400092
268	400093
269	108410
270	99020
271	108400
272	852039
272	107500
272	400034
272	850587
273	119610
274	119870
275	114140
275	114150
276	120420
276	120430
276	120440
276	120450
276	119610
277	119590
277	400036
277	80012
277	850795
278	120010
278	600211
279	119570
279	d4802
279	d4850
279	d4724
279	dm5544
280	124480
280	124490
280	124500
280	124510
280	124520
280	124530
280	124540
280	854539
280	858312
280	143690
280	d4870
281	123910
281	123930
281	123940
281	123950
281	124220
281	124240
281	124420
281	124430
281	850794
282	113800
283	124440
283	116300
284	120500
285	d4584
286	99170
287	120180
288	120140
288	120150
288	120160
288	120170
288	120190
288	120200
288	120210
288	120320
289	120140
290	109120
290	109150
290	109160
291	109110
292	120400
293	d4240
293	dm1411
293	d4256
294	120460
294	120470
294	d4580
294	d4577
294	d4672
294	874349
296	119630
297	120490
298	109370
298	858423
298	d4264
298	74140
298	74160
299	109340
299	109620
299	109630
299	109640
299	109660
299	109750
299	109760
299	109770
299	109790
299	109800
299	856479
299	109420
299	109410
299	109670
299	68730
299	110180
299	d4266
299	d4265
299	d4270
299	dm7809
299	dm7526
299	141040
299	109390
299	109400
299	109430
299	109680
299	855743
299	855744
299	d4267
299	dm7815
299	dm887
300	124600
300	124610
300	124640
300	400267
301	860396
302	121160
303	120790
303	120791
303	120880
303	650004
304	110020
304	110030
304	110040
304	110090
304	600346
305	110160
306	109550
307	112040
308	121300
308	121910
308	450153
309	121610
310	124910
310	124920
311	122080
311	122090
311	122100
311	122110
312	111750
312	111740
313	111600
313	111620
313	111640
313	111750
313	500195
314	121690
314	121710
314	121720
314	121730
314	121740
314	121750
314	121760
314	121780
314	121790
314	121820
314	121830
314	121840
314	150290
314	150350
314	850597
315	121920
317	111230
317	111300
317	111400
317	500193
317	111250
317	500212
317	111290
317	111310
317	111320
317	111550
317	111350
317	111360
317	111370
317	111380
317	111390
317	111210
317	111220
317	400524
318	111790
318	111800
318	111810
318	111820
318	111850
318	111860
318	600012
318	111830
318	111840
318	111880
318	111910
318	600478
319	121870
320	100110
320	100120
320	100130
320	100140
320	100660
321	112140
321	112150
321	868553
322	100310
322	100320
322	100350
322	100360
322	100380
322	101090
322	101130
322	101140
323	111070
323	111080
324	100720
324	100790
324	101050
325	103020
325	103030
325	103040
325	103050
325	103060
325	103080
325	103090
325	103110
325	500417
325	500613
325	855867
326	100690
326	100700
326	100770
326	101060
327	101060
327	101080
328	100280
329	114460
330	113500
330	113720
331	113220
331	113690
331	113730
332	113110
333	113800
334	113190
334	113230
334	113760
335	113100
336	113180
337	114240
338	122230
338	122280
339	98060
340	550085
340	97580
340	97610
341	103350
341	850109
342	101770
342	101780
342	101800
342	101810
343	114380
343	114400
344	101610
345	97640
346	101300
346	101310
346	101330
347	110340
348	122600
348	858929
349	852173
350	100430
351	101680
351	101690
351	101710
352	114370
353	97740
354	550026
354	97500
355	113560
355	113570
355	113590
356	101950
356	859149
357	600592
358	114610
358	114670
358	114740
358	114750
358	114760
358	114770
358	114790
358	114820
358	114840
358	114850
358	850114
358	858231
358	858234
358	858247
358	d4428
358	dm699
358	114620
358	114870
358	141800
358	141830
358	75700
358	500244
358	114860
358	114810
359	122440
359	122450
359	122460
359	122470
359	122480
359	858236
359	858237
359	122510
359	858245
359	122490
359	855503
359	122500
359	122520
360	101400
360	101420
360	101440
360	101460
360	853529
360	856778
360	101490
360	d4064
360	dm475
361	122800
361	122810
361	122830
362	600161
362	d4437
362	d4402
362	dm6272
362	dm2987
362	dm5705
363	20030
363	d297
364	22270
365	23360
365	23430
365	23640
366	23290
367	23830
368	33840
369	22520
369	24530
369	500729
369	d400
370	24560
370	24620
370	850571
371	32730
371	32740
371	850005
372	30160
372	30170
372	30180
373	30410
373	30480
374	30260
374	30270
374	30280
374	30290
374	850149
374	850287
374	855874
375	30860
376	116870
376	116880
376	116910
376	116920
376	117000
376	117020
376	117050
376	117060
376	117080
376	117160
376	117170
376	117180
376	117190
376	30860
376	30900
376	856171
376	857060
376	857242
376	858267
376	30870
376	500449
376	dm1238
376	400986
376	d4508
376	117070
376	868634
376	858271
376	d4762
376	d4661
376	d1086
376	40630
376	40640
376	d4499
376	dm1390
376	dm7630
376	dm6915
376	dm2113
376	858766
376	d5516
376	135600
376	869282
376	d5579
376	868637
378	106090
380	21930
380	851687
380	21310
381	32610
381	32620
382	67770
383	24700
384	67780
385	24640
385	25120
385	25121
385	25130
385	25140
385	25960
385	400138
386	73300
387	26150
387	26151
387	26160
387	26180
387	26190
387	26210
387	26220
387	500176
388	26030
388	26040
388	26050
388	26090
388	26100
388	26230
388	26280
388	26290
388	26310
388	500080
388	26060
389	26440
390	26450
391	26700
391	d529
392	80800
393	26710
393	26870
393	26890
393	27040
393	27090
393	27100
393	860234
393	861712
393	d570
393	26900
393	27050
393	27060
393	500735
393	500736
393	450200
393	d403
393	dm21
393	874109
394	26630
394	26860
394	26890
395	22570
395	22840
396	23770
397	27180
397	27190
397	27230
398	27260
398	860701
398	dm222
399	27710
399	27730
399	27700
400	27940
401	27420
401	27440
402	67810
402	64430
403	27490
404	26750
404	26860
404	26890
404	27480
404	27500
404	857165
404	854705
404	26620
404	857167
404	d571
404	866441
404	dm698
404	95270
404	d3037
404	d3675
405	27520
406	27310
406	27320
406	27330
406	27360
406	27350
406	852341
406	27370
406	400974
406	d579
407	27880
407	27890
407	27900
407	27910
407	27950
407	27920
407	d1009
407	38960
407	860384
408	27570
409	27540
409	27560
410	26780
411	24070
411	24110
411	24120
411	24330
411	24340
411	857173
411	859124
411	24080
411	856683
411	855599
411	d453
411	dm2790
411	d454
411	d455
411	d465
411	dm4454
411	866357
411	128130
411	854525
411	97121
411	128140
411	853310
411	128160
411	858645
411	d5012
411	854810
411	dm2768
411	133110
412	24480
413	24430
414	24250
415	32220
416	28550
416	29580
416	29590
416	29600
416	29610
416	29630
416	29640
416	500286
416	850272
416	851809
416	852348
416	853690
416	859223
416	500289
416	500413
416	28590
416	28600
416	28610
416	29620
416	852806
416	28220
416	400112
416	600080
416	851810
416	853918
416	d593
416	dm473
416	d592
416	dm1548
416	28130
416	28560
416	29540
416	29570
416	401153
416	401154
416	29950
416	d320
416	dm146
416	dm603
416	d306
416	d305
416	d304
416	dm409
416	dm7825
416	d3342
416	dm16
417	28150
417	28500
417	28510
417	28570
417	853686
418	28220
418	29630
418	28550
418	28580
418	28590
418	29580
418	29590
418	29600
418	29610
418	29640
418	400112
418	500286
418	850272
419	28250
419	28290
419	28300
419	29550
420	29740
420	29750
420	29810
420	450472
421	29850
422	30080
422	30090
423	31040
423	31050
423	31100
423	31160
423	31320
424	31240
425	31330
425	31340
426	31360
427	31130
427	31140
427	850804
427	850805
427	851437
427	851442
427	855157
427	852270
427	d1096
428	31730
429	32830
430	32820
431	33410
432	33120
432	33210
433	33370
434	22030
434	23140
434	23150
434	550302
435	21970
435	21980
435	855612
435	855041
435	22340
435	d385
436	23220
436	23240
437	851852
437	852038
437	22650
437	22850
438	22930
438	22940
438	22970
439	22980
440	22230
441	22380
441	22390
441	22400
441	22410
441	22420
441	22430
441	22460
441	44160
441	44210
442	21420
443	31210
443	31240
444	20360
445	20090
446	20570
446	20580
446	20590
446	20600
446	20670
446	20680
447	20520
447	dm1350
447	d755
447	d753
448	21120
448	21190
449	251
449	198
449	215
449	216
450	20990
451	20770
451	857080
452	20830
453	20900
453	20910
454	21530
454	21550
454	21560
454	850185
455	21710
455	864191
456	21810
456	21820
457	21740
458	21770
459	162830
459	163760
459	400645
459	853029
459	d6500
459	d6503
459	d6525
459	163840
459	500393
459	855087
459	870767
460	163990
460	163970
460	d6781
461	164110
461	164120
461	164170
462	164220
462	164230
463	165180
463	500307
463	854569
463	165190
463	165200
464	165620
464	165670
464	165680
464	165710
465	146770
465	146780
465	146790
465	146800
465	164320
465	164330
465	164560
465	401218
465	164420
465	850767
466	164780
467	164800
468	164760
469	164020
469	164030
470	165140
471	165160
472	165060
473	165030
473	165080
473	dm252
474	165430
474	165450
475	165520
475	165530
475	165550
476	165810
476	165840
476	165850
477	d6957
477	d6665
478	165730
478	165880
478	165890
478	165900
478	165910
478	169320
478	d3290
478	600036
478	89440
478	75930
478	138490
479	163690
480	163720
481	162930
481	162950
481	500667
481	851433
482	163520
482	163530
482	163540
482	163560
483	163330
483	163340
483	163360
483	163410
483	163420
483	163430
483	163440
483	163470
483	163510
484	163370
485	163620
485	856212
485	d6514
486	d724
486	d725
486	163680
486	166590
487	93970
488	94720
488	94730
488	94740
488	94810
488	94820
488	94830
489	78030
489	78140
489	78150
489	78160
489	78210
490	78360
490	78610
491	73400
491	73500
491	74010
492	73320
492	73330
493	73810
493	850371
494	73290
494	73490
494	73810
494	850371
494	854514
494	857350
494	857351
494	73310
494	73300
494	73940
494	d2596
494	d111
494	d2598
494	d2634
494	d525
494	26400
494	852439
494	26410
494	857156
494	d2343
494	d2597
494	dm4833
494	dm6517
494	dm7650
494	dm7649
494	73340
494	73400
494	73970
494	852598
494	73820
494	73870
494	73470
494	860404
494	74000
494	73530
494	135510
495	73560
495	73561
495	73570
495	73580
496	74370
497	73010
498	74690
499	73130
500	450266
501	67920
501	68250
502	76880
502	77020
502	77030
502	858560
502	76800
502	76830
502	76920
502	76820
502	863028
502	76930
502	d2725
502	dm631
502	d2723
502	76660
503	76870
504	77100
505	77140
506	860448
507	69580
508	69780
508	70230
508	70550
509	69890
510	69820
510	69940
511	135080
511	135100
511	135110
511	135120
511	135230
511	135330
511	70420
511	70430
511	70440
511	70560
511	69570
511	69590
511	69600
511	69760
511	69850
511	69810
511	70220
511	69620
512	71720
513	69560
513	69570
514	68400
515	70710
516	70160
516	70310
516	70330
517	70920
518	400110
518	400111
518	71080
518	71110
518	71160
518	71170
518	71230
518	71240
519	70770
519	68790
520	70810
521	71400
522	70350
522	70360
522	70370
522	70380
523	d2720
523	dm7744
524	71820
524	71840
524	72540
525	72060
525	73040
526	400005
526	550321
526	72460
526	72470
526	72480
526	72650
527	71820
527	71840
527	72540
527	71880
527	71900
527	853866
527	71860
527	72040
527	72090
527	72120
528	72800
529	72830
530	74750
530	74770
530	74850
530	74950
530	75020
530	75050
530	75060
530	75070
530	75080
531	74780
531	74970
531	75050
531	75090
532	650045
532	76210
532	76220
533	76610
534	76630
535	75590
535	75600
536	400345
536	600594
536	76300
536	76310
536	76320
536	76330
536	76360
536	76370
536	76380
537	77640
537	77650
538	77490
539	77310
540	400854
540	77420
541	77710
542	135900
542	135940
542	135950
542	77640
542	77650
542	77660
542	77670
542	77700
542	77760
542	77770
543	67870
543	69000
543	69200
543	69220
544	69040
545	68520
546	66870
547	66150
547	66410
547	66830
547	66940
548	66370
548	66380
548	66390
548	66420
549	66870
550	67240
551	67280
552	67450
553	67630
553	67680
554	500218
554	66460
554	66470
554	66480
554	66620
554	500312
554	66660
555	66550
556	400647
556	550018
556	850792
556	850793
556	89760
556	89850
556	89890
556	400991
556	78870
556	78900
556	78980
556	79800
556	80720
557	90040
558	67910
558	77960
559	450654
559	81670
559	81680
559	81690
559	81710
559	82540
559	82710
560	81920
560	82500
560	82530
561	81650
561	81740
561	81860
561	81870
561	81910
561	82560
561	82700
562	81660
562	81750
563	82730
564	82850
564	82860
564	82870
564	82890
564	82910
564	82920
564	d3137
564	d3142
564	82880
565	82810
566	82430
566	82460
566	82470
567	90960
568	850683
568	90880
568	90890
568	90900
568	91020
569	91640
569	91680
570	90810
571	90100
572	500020
572	850399
572	91400
572	91410
572	91420
572	91450
572	91470
573	83290
573	83420
573	855709
574	83390
575	83260
575	83300
575	83380
575	83420
575	855709
575	857437
575	27380
575	27400
575	83250
575	83350
575	857440
575	83360
575	83430
575	83450
575	dm240
575	d3155
575	d3055
575	dm4801
575	855995
575	857673
575	137270
575	137280
575	137340
575	868085
575	83290
575	83310
576	400458
576	400467
576	400468
576	550034
576	550123
576	83470
576	83480
576	83500
576	83510
576	83520
576	83530
576	83660
576	83680
576	83740
576	83770
576	83920
577	89720
577	857452
578	89580
579	85660
579	85210
580	85290
581	85370
581	85420
582	86600
583	81400
583	81410
584	86210
584	86260
584	86320
585	86140
585	86150
586	79030
587	89200
587	89240
588	84220
589	84560
590	84910
591	84860
592	84620
592	84660
592	84690
593	89070
594	85040
595	59540
596	851517
596	59741
597	58710
597	d1838
597	859338
597	855565
597	170860
597	170861
597	170870
597	170880
597	170900
597	170920
597	170930
597	170940
597	170960
597	171450
597	171460
597	171470
597	171480
597	450189
597	550180
597	600413
598	59500
599	58650
599	58660
600	59440
600	58280
600	58160
601	63170
601	63250
601	63270
601	63280
601	63290
602	63100
602	63120
602	858692
602	d2187
602	63110
602	63130
602	63140
602	63160
603	62730
603	62760
603	62770
604	62730
604	62760
604	62770
605	61470
605	61480
605	61490
605	61510
605	61520
605	61550
605	61570
605	859978
606	61400
606	61620
606	61630
607	61370
608	61890
609	61930
609	61950
609	61900
609	61920
609	61940
609	62080
610	61730
611	61760
611	61770
611	61780
611	61790
612	61730
613	62340
613	62350
613	62360
613	62860
613	851448
613	d2172
613	62690
613	860385
614	60020
615	60030
615	d1977
616	60130
616	60140
616	d1983
617	60130
617	60140
618	59960
618	59970
618	59980
619	62720
620	60310
621	60270
621	60280
621	60310
621	60920
621	60930
621	61150
621	61160
621	857528
621	860218
621	867782
621	450627
621	550304
621	60220
621	60260
621	60940
621	60950
621	61040
621	500375
621	501005
621	61010
621	61140
621	61170
621	857530
621	60300
621	60320
621	60330
621	60340
621	863195
621	853874
621	401169
621	60990
621	859428
621	60980
621	61020
621	61130
621	61180
621	61220
621	d1985
621	d2083
621	d2078
621	d1989
621	dm3313
621	d2085
621	dm6959
621	83150
621	83140
621	854652
621	83160
621	83170
621	500571
621	500251
621	83110
621	132930
622	60300
623	60240
623	60970
624	61290
624	61300
624	61320
624	d2105
624	d2106
625	61240
625	61250
626	61320
626	61300
627	61260
628	61290
628	61300
629	59720
629	401147
630	62120
630	62130
630	62160
630	62170
630	62180
630	62190
630	857535
631	550381
631	62450
631	62460
631	62490
632	62340
632	62350
632	62360
633	62220
633	62230
634	62240
635	62610
635	62620
636	550117
636	62280
636	62290
636	857536
637	62890
638	63000
639	63010
639	d2141
639	63020
639	133160
639	133170
640	62900
640	62910
641	59050
642	58780
642	59010
642	59040
642	59070
643	550021
643	58760
643	58770
643	59000
643	600309
644	59430
644	59440
645	59200
645	856006
645	856425
646	59190
647	59300
647	59310
647	59330
647	59340
647	59350
647	59390
648	59610
649	159670
650	160050
650	160060
650	160080
650	160090
651	160130
652	160250
652	160260
652	160270
652	160310
652	160320
652	160330
652	160340
652	160350
652	160360
652	160400
652	160410
652	852405
652	854352
652	854563
652	854779
652	860401
652	160280
652	858648
652	859947
652	160380
652	146110
652	d6305
652	d6303
652	d6304
652	d6307
652	d6306
652	dm522
652	d6310
653	160230
654	89190
654	162470
655	162410
655	162420
655	162530
655	855557
655	857587
655	861184
655	dm7470
655	d8207
655	d6477
655	d6487
655	d6475
655	162430
655	162500
655	860726
655	162560
655	32390
655	855558
655	869948
655	146300
655	146310
655	857675
655	857678
655	857588
655	162480
655	d6482
656	162420
656	162430
656	162440
656	162530
656	162550
656	852092
656	146280
656	146290
656	857677
656	146340
656	146330
656	146360
656	d6485
656	dm873
656	d7868
656	d5633
656	d6489
656	859424
656	162660
656	dm3631
657	162490
658	162440
658	162530
658	162550
658	162540
659	32390
659	855558
659	162420
659	162430
659	162500
659	855557
659	861184
660	162690
661	162700
662	162580
662	162600
663	600590
664	160470
664	160480
664	160500
664	160510
664	160490
664	146120
664	d6326
664	858489
664	878942
665	162150
665	162070
666	162070
666	162080
666	600384
666	d6255
666	162150
666	162160
668	159720
668	159730
668	159760
669	160850
670	160800
670	160810
671	160570
671	160580
671	160590
671	160660
671	854564
671	857592
671	857657
671	d6330
671	dm2311
671	dm348
671	d6331
671	dm7946
671	dm777
671	d6327
671	160540
671	160550
671	160650
671	856214
671	160600
671	160560
671	160630
671	160640
671	856014
671	870263
671	160700
671	160710
671	160720
671	853627
671	160750
671	160760
671	d6789
672	160540
672	160550
673	160640
674	160630
675	161170
675	161180
675	161190
676	160970
676	160990
676	161040
676	600621
676	852594
677	160890
677	160900
677	160940
677	160950
677	161020
677	161030
677	161060
677	161070
677	161150
677	161160
677	550122
678	160980
678	161210
678	161280
678	161300
678	450507
679	161450
679	161460
679	161500
680	161330
680	161340
681	161520
681	161530
681	161540
682	160470
682	160510
682	160500
683	161430
684	161440
685	163910
685	d6379
686	162320
