MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
848	ꜥnr	*ꜥēnĕy				singe	53	very_likely	same	ⲏⲛ, ⲏⲛⲉ																		
849	yꜥr				inf.	monter	6	very_likely	same	ⲁⲗⲉ	ⲁⲗⲏⲓ		ⲁⲗⲉ, ⲁⲗⲏ															
850	ky-y	*kūy			pron.	autre	70	very_likely	same	ⲕⲉ	ⲕⲉ	ⲕⲉ	ⲕⲉ		ⲕⲉ, ⲕⲏ			ⲕⲉ										
852	kfꜣ	*kifꜣ-ū				tronc	91	very_likely	same	ⲕⲁϥ	ⲭⲁϥ																	
854	kfꜥ				inf.	forcer; enlever; faire du butin	71	very_likely	same	ⲕⲱⲱⲃⲉ, ⲕⲱⲱϥⲉ, ⲕⲁⲁⲃⲉ, ⲕⲉⲉⲃⲉ																		
856		*kaḥya.t; *kayḥa.t		f		envier; être jaloux	92	very_likely	same	ⲕⲱϩ	ⲭⲟϩ																	
857	kkw	*kikyaw				obscurité; tenèbres	74	very_likely	same	ⲕⲁⲕⲉ	ⲭⲁⲕⲓ	ⲕⲉⲕⲉ, ⲕⲉⲕⲉⲓ	ⲕⲉⲕⲉ, ⲕⲉⲕⲉⲓ															
859	km		pl		nisbe	noir	81	very_likely	same		ⲭⲁⲙⲉⲩ						ⲕⲁⲙⲁⲩⲉⲓ											
860	km	°kammīỉ			nisbe	noir	81	very_likely	same	ⲕⲁⲙⲉ	ⲭⲁⲙⲉ																	
861	km.t	°kūmma.t; *kȫma.t		f		Égypte	81	very_likely	same	ⲕⲏⲙⲉ	ⲭⲏⲙⲓ																	
863	kmm.t	*kamīma.t		f	nom abstrait	obscurité	82	very_likely	same	ⲕⲙⲏⲙⲉ																		
865	km	°kamām; *kamàm			inf.	devenir noir; être noir	81	very_likely	same	ⲕⲙⲟⲙ	ⲭⲙⲟⲙ																	
866	skm				inf.	devenir gris	187	very_likely	same	ⲥⲕⲓⲙ	ⲥⲭⲓⲙ																	
867	skmkm	*sakamkūmaw			part.|pass.	tacheté; bariolé; tigré	187	very_likely	same	ⲥⲕⲙⲕⲓⲙ																		
868	km.t			f		noire	81	very_likely	same	ⲕⲁⲙⲏ	ⲭⲁⲙⲏ																	
875	knm.t	°kanāma.t-īy; *kammāt-īy				les Pléiades	342	very_likely	same	ϭⲓⲛⲙⲟⲩⲧ	ϭⲓⲙⲟⲩⲧ																	
876	knr					instrument à cordes; lyre; harpe	342	very_likely	same	ϭⲓⲛⲏⲣⲉ, ϭⲓⲛⲏⲣⲁ																		
877	kp-w	*kapp-i				plante du pied	344	very_likely	same	ϭⲟⲡ	ϭⲟⲡ																	
878	krkr	*kikkār-i				talent	344	very_likely	same	ϭⲓⲛϭⲱⲣ	ϫⲓⲛϭⲱⲣ																	
879	krt					couteau; poignard; épée	346	perhaps	same	ϭⲟⲣⲧⲉ	ϫⲟⲣϯ																	
880	krp				inf.	détruire; rendre inutile	87	very_likely	same	ⲕⲱⲣϥ	ⲕⲱⲣϥ						ϭⲱⲣⲃ											
881	krp				inf.	enlever avec l'ongle	347	very_likely	same	ϭⲱⲣϥ	ϭⲱⲣⲡ																	
885	ksy				inf.	plier; enlacer	89	very_likely	related__not_same	ⲕⲟⲥⲕⲥ	ⲕⲟⲥⲕⲉⲥ																	
886	ksks				inf.	danser	348	very_likely	same	ϭⲟⲥϭⲥ	ϭⲟⲥϭⲉⲥ																	
887	ktkt	*katkat			inf.	casser; couper; anéantir	348	very_likely	same	ϭⲟϫϭϫ	ϭⲟⲧϭⲉⲧ																	
888	gꜥtp			f		défaite	348	very_likely	same	ϭⲟⲧⲡⲥ	ϭⲟⲧⲡⲥ																	
889	gꜥtp				inf.	défaite	348	very_likely	same		ϭⲧⲟⲡ																	
890	gꜥtp				inf.	vaincre; être vaincu	348	very_likely	same	ϭⲱⲧⲡ	ϭⲱⲧⲡ																	
892	kꜣkꜣ; kyky					ricin	74	very_likely	same		ⲕⲓⲕⲓ								ⲕⲩⲕⲓ									
893	kꜣkꜣ-w.t	°kalkīl; *kalkìl; *kalkìꜣ				pustule; ampoule; petite vérole	76	very_likely	related__not_same	ⲕⲗⲕⲁ	ⲕⲉⲗⲕⲁ																	
894	kꜣ					taureau	71	very_likely	same									ⲕⲟ										
896	kꜣm-w	°kaꜣm-īỉ; *kaꜣm-īỉ	pl			vigneron; jardiner	341	very_likely	same	ϭⲙⲉⲉⲩ, ϭⲙⲏⲩ															ϭⲙⲁⲩⲉⲓ			
897	kꜣm	*kāꜣam; *kāꜣim				jardin; vigne; champ	340	very_likely	same	ϭⲱⲙ	ϭⲱⲙ																	
898	kꜣm	*karm-ū	pl			jardin; vigne; champ	340	very_likely	same	ϭⲟⲟⲙ																		
899	kꜣp.t	*kaꜣīpa.t		f	part.|pass.	voûte; cave; baldaquin; ce qui est couvert	84	very_likely	same	ⲕⲏⲡⲉ	ⲭⲏⲡⲓ																	
900	kꜣp				inf.	cacher; se cacher	84	very_likely	same	ⲕⲱⲡ	ⲭⲱⲡ																	
902	gꜣp; kꜣp				inf.	saisir; prendre; arrêter	345	very_likely	same	ϭⲱⲡ, ϭⲱⲡⲉ	ϭⲱⲡⲓ																	
903	kꜣr		pl			signification inconne, parmi les idoles; chapelle ?	71	perhaps	same	ⲕⲱ																		
904	kꜣš	°kaꜣāš-īy-a.t; *kaꜣÀš-y-a.t		f		Éthiopienne; Nubienne	50	very_likely	same	ⲉϭⲟⲟϣⲉ	ⲉⲑⲟϣⲓ																	
905	kꜣš					Kouch	247	very_likely	same		ⲭⲟⲩⲥ																	
906	kꜣš	°kaꜣāš-īy; *kaꜣāš-ī(y)				Éthiopien; Nubien	50	very_likely	same	ⲉϭⲱϣ	ⲉⲑⲱϣ																	
907	rby	°labbāy; *labbày				lionne; ourse; ours	94	very_likely	same	ⲗⲁⲃⲟⲓ	ⲗⲁⲃⲟⲓ						ⲗⲁⲃⲁⲓ											
909	md.t			f		prefix noms abstraits; parole	117	very_likely	same	ⲙⲛⲧ-	ⲙⲉⲧ-																	
910	mdw				inf.	appeler; parler; nommer; conjurer	124	very_likely	same	ⲙⲟⲩⲧⲉ	ⲙⲟⲩϯ																	
911	mḏ					profondeur	124	very_likely	related__not_same				ⲙⲏⲧ															
912	mḏw.t			f		profondeur	124	very_likely	same	ⲙⲧⲱ									ⲙⲑⲱ									
913	mḥ					nid; couvée d'oiseaux	129	very_likely	same	ⲙⲁⲁϩ, ⲙⲁϩ	ⲙⲟϩ																	
914	mḥwn					nid; pigeonnier	129	very_likely	same	ⲙⲁϩⲟⲩⲁⲗ									ⲙⲁϩⲃⲁⲗ									
915	mḥ					nid; couvée d'oiseaux	129	very_likely	same			ⲙⲏϩⲉ																
916	mḥ.t			f		plume	130	very_likely	same	ⲙⲏϩⲉ	ⲙⲉϩⲓ																	
917	mḥ	*mvḥCvC				bras; coudée	129	very_likely	same	ⲙⲁϩⲉ	ⲙⲁϩⲓ																	
919	mḥ				inf.	remplir	130	very_likely	same	ⲙⲟⲩϩ	ⲙⲟϩ																	
920	mḥ	*maḥyaw				nom d'une mesure	109	very_likely	same	ⲙⲟⲉⲓϩ, ⲙⲟⲉⲓⲁϩ					ⲙⲁⲓⲁϩ													
921	mḥ.t-y					Nord	131	very_likely	same	ⲙϩⲓⲧ	ⲙϩⲓⲧ				ⲙⲉϩⲓⲧ, ⲙⲉⲛϩⲓⲧ													
922	mḥy.t					souffle	130	very_likely	same				ⲙϩⲏ															
923	mḫmḫ-w.t	maḫmāḫa.t		f		pourpier	131	very_likely	same	ⲙⲉϩⲙⲟⲩϩⲉ	ⲙⲉϩⲙⲟⲩϩⲓ																	
924	mrkbt	markabti				char; voiture	31	very_likely	same	ⲃⲉⲣⲉϭⲱⲟⲩⲧ																		
925	mrkbt	markabti				char; voiture	31	very_likely	same	ⲃⲣϭⲟⲟⲩⲧ																		
926	mrkbt	markabti				char; voiture	31	very_likely	same		ⲃⲉⲣⲉϭⲱⲟⲩⲧⲥ																	
927	mẖtw					entrailes; cordon ombilical	132	very_likely	same	ⲙⲁϩⲧ	ⲙⲁϧⲧ		ⲙⲉϩⲧⲉ		ⲙⲉϩⲧ													
928	mhw.t	*mhwC.t; *mhCw.t		f		famille	131	very_likely	same									ⲙϩⲁⲟⲩⲉ										
929	mḥꜥy	*maḥꜥay				lin	129	very_likely	same	ⲙⲁϩⲉ	ⲙⲁϩⲓ																	
930	my.t	*ỉammāyat; *ỉimmāya.t		f	nom d'agent=part.|act.|emphatique	chatte	42	very_likely	same	ⲁⲙⲟⲩ, ⲉⲙⲟⲩ	ⲉⲙⲟⲩ																	
931	my.t		pl	f	nom d'agent=part.|act.|emphatique	chatte	42	very_likely	same	ⲉⲙⲟⲟⲩⲉ	ⲉⲙⲱⲟⲩⲓ																	
932	mky	°miki.t; *mīki.t		f		rester; se reposer	110	very_likely	same	ⲙⲓⲕⲉ																		
933	mqmq				inf.	considérer; refléchir	110	uncertain	same	ⲙⲟⲕⲙⲉⲕ	ⲙⲟⲕⲙⲉⲕ																	
934	mk					vase; cruche; récipient	110	very_likely	same		ⲙⲟⲕⲓ																	
935	mkḥꜣ	*mikḥiꜣ; *mikḥūꜣ				nuque; cou	111	very_likely	same	ⲙⲁⲕϩ																		
936	mktr					tour; forteresse	132	very_likely	same	ⲙⲉϭⲧⲟⲗ	ⲙⲓϫⲧⲟⲗ																	
937	mmt	°mam(w)ay; °mamay; *māmay		m/f		source	112	very_likely	same	ⲙⲟⲩⲙⲉ	ⲙⲟⲩⲙⲓ	ⲙⲟⲩⲛⲙⲉ																
938	mnyt				inf.	saisir	9	very_likely	same																			
939	mnt			f		hirondelle	28	very_likely	same	ⲃⲏⲛⲉ	ⲃⲏⲛⲓ																	
940	mn.t-y		du			cuisse	28	very_likely	same								ⲃⲓⲗⲧⲉ											
941	mn.t			f		creuset	28	very_likely	same		ⲃⲓⲛⲓ																	
943	mnw	*minyaw				signe; marque; miracle	109	very_likely	same	ⲙⲁⲉⲓⲛ	ⲙⲏⲓⲛⲓ																	
945	mn.t			f		manière; façon	115	very_likely	same	ⲙⲓⲛⲉ	ⲙⲓⲛⲓ																	
947	mnt					portier	117	very_likely	same	ⲙⲛⲟⲩⲧ	ⲙⲛⲟⲩⲧ											ⲙⲛⲟⲩⲧ						
948	mn				inf.	rester; demeurer	114	very_likely	same	ⲙⲟⲩⲛ, ⲙⲟⲩⲛⲉ	ⲙⲟⲩⲛ, ⲙⲟⲩⲛⲓ							ⲙⲟⲩⲛⲉ										
949	mn.t	*māni.t		f		racine	143	perhaps	same	ⲛⲟⲩⲛⲉ	ⲛⲟⲩⲛⲓ		ⲛⲟⲩⲛⲉ															
950	mn.t	*māni.t	pl	f		racine	143	perhaps	same		ⲛⲁⲛⲟⲩ																	
951	s-mn.t	*sa-mini.t			inf.	établir; fixer; rédiger	189	very_likely	same	ⲥⲙⲓⲛⲉ																		
952	mnt			f		portier	117	very_likely	same	ⲙⲛⲟⲟⲧⲉ			ⲙⲛⲉⲟⲩⲧⲉ															
953	s-mn.t	*samìnya.t; *samini-a.t			inf.	établir; fixer; rédiger	189	very_likely	same				ⲥⲙⲛⲛⲉ															
954	s-mn.t	*si-mni.t			inf.	établir; fixer; rédiger	189	very_likely	same		ⲥⲉⲙⲛⲓ																	
955	mn.t	*miny-a.t		f		dans l'expression m mnt chacque jour	115	very_likely	same	ⲙⲏⲏⲛⲉ					ⲙⲉⲛⲓ													
956	mnḏ	*emnōḏ(w)ey	du			poitrine	117	very_likely	same		ⲙⲛⲟⲧ, ⲙⲛⲟϯ																	
957	mn; n wn		NN	NN	adv.	ou; sinon; non	112	very_likely	same	ⲙⲙⲟⲛ	ⲙⲙⲟⲛ																	
958	mynꜣ		NN	NN	adv.	là-bas	114	very_likely	same		ⲙⲛⲏ																	
959	mnmn	manman			inf.	mouvoir; ébranler	116	very_likely	same		ⲙⲟⲛⲙⲉⲛ																	
960	mnyw					berger	115	very_likely	same	ⲙⲁⲛⲉ	ⲙⲁⲛⲓ	ⲙⲁⲛⲉ			ⲙⲁⲛⲓ													
961	mnyw		pl			berger	115	very_likely	same	ⲙⲁⲛⲏⲩ	ⲙⲁⲛⲏⲟⲩ																	
962	mny.t				inf.	paître; faire paître	9	very_likely	same	ⲙⲟⲟⲛⲉ	ⲁⲙⲟⲛⲓ, ⲙⲟⲛⲓ																	
963	mnḥ					cire; bougie; rayon de miel	112	very_likely	same	ⲙⲟⲩⲗϩ	ⲙⲟⲩⲗϩ																	
965					inf.		132	uncertain	same					ⲙⲉⳋⲏⲗ														
966	mnḫ				inf.	fixer; joindre; être fixe; maintenu	112	perhaps	same	ⲙⲟⲩⲗϩ	ⲙⲟⲩⲗϧ																	
967	mnn; mnmn	*mannūnaw			part.|pass.	corde (< tressé)	116	very_likely	related__not_same	ⲙⲁⲗⲓⲗ, ⲙⲁⲗⲗⲓⲛ, ⲙⲁⲛⲓⲛ	ⲙⲟⲛⲙⲉⲛ																	
968	mnnn					bitume	109	reconstruction_unclear	same		ⲙⲓⲟⲗⲱⲛ, ⲙⲓⲟⲗⲟⲛ, ⲙⲏⲟⲗⲟⲛ																	
969	mnq				inf.	former; fabriquer; terminer	116	very_likely	same	ⲙⲟⲩⲛⲅ, ⲙⲟⲩⲛⲕ	ⲙⲟⲩⲛⲕ																	
972	mqḥ	°maqāḥ; *maqāḥ			inf.|intrans.	s'affliger; s'humilier; jeûner	111	very_likely	same	ⲙⲕⲁϩ	ⲙⲕⲁϩ																	
973	mqḥ	°maqḥ; *māqaḥ; *māqiḥ			inf.|trans.	affliger; faire souffrir	111	very_likely	same	ⲙⲟⲩⲕϩ																		
976	mrt					barbe	120	very_likely	same	ⲙⲟⲣⲧ	ⲙⲟⲣⲧ				ⲙⲁⲗⲧ													
977	mry	*mirya.t; *miryi.t			inf.	aimer	106	very_likely	same	ⲙⲉ, ⲙⲉⲓ, ⲙⲉⲣⲉ-																		
979	mrw					rive; rive opposée	119	very_likely	same	ⲙⲏⲣ	ⲙⲏⲣ																	
980	mrw	*miryaw				paquet	119	very_likely	same	ⲙⲁⲁⲣ, ⲙⲁⲣ, ⲙⲉⲣ, ⲙⲏⲣ																		
981	mr.t	*mirya.t; *mirra.t; *miyra.t; *mīra.t		f			120	very_likely	same	ⲙⲁⲓⲣⲉ, ⲙⲏⲣⲉ, ⲙⲉⲣⲉ	ⲙⲏⲓⲣⲓ																	
984	mr				inf.	lier; serrer	119	very_likely	same	ⲙⲟⲩⲣ	ⲙⲟⲩⲣ																	
985	mryy.t			f		port	120	very_likely	same				ⲙⲣⲁⲩⲧ															
986	mr.t	*mirya.t; *mirra.t		f		lien; entrave	120	very_likely	same	ⲙⲣⲣⲉ		ⲙⲣⲣⲉ	ⲙⲣⲣⲉ		ⲙⲉⲗⲗⲓ													
987	mryy.t			f		embarcadère; port	119	very_likely	same	ⲙⲣⲱ	ⲉⲙⲣⲱ																	
989	mrḥ					lance	121	very_likely	same			ⲙⲉⲣⲏϩ	ⲃⲉⲣⲏϩ															
990	mrḥ	*mūrḥi				lance	121	very_likely	same	ⲙⲉⲣⲉϩ, ⲙⲉⲣϩ	ⲙⲉⲣⲉϩ																	
992	ms	°misy-ū; °mis-ū; *mis				jeune animal; enfant	121	very_likely	same	ⲙⲁⲥ	ⲙⲁⲥ	ⲙⲉⲥ			ⲙⲉⲥ, ⲙⲏⲥ													
994	ms	*masyaw-ī.t		f	nom relatif	sage-femme; nourrice	122	reconstruction_unclear	same	ⲙⲉⲥⲓⲱ		ⲙⲉⲥⲓⲟⲩ																
995	ms	*masyā.ti.t		f	nisbe	utérus; celle de la naissance	122	reconstruction_unclear	related__not_same		ⲙⲉⲥⲓⲱϯ																	
996	ms	*misya.t; *miysa.t; mīsa.t		f		accouchée; femme en couches	122	very_likely	related__not_same	ⲙⲏⲥⲉ	ⲙⲏⲥⲓ																	
997	msy	°misi.t; *misī.t (sic)			inf.	enfanter; engendrer; créer	121	very_likely	same	ⲙⲓⲥⲉ	ⲙⲓⲥⲓ																	
998	dy.t msy	*dy.t masy-ā			d-caus.|inf.	délivrer; faire enfanter	215	very_likely	same	ⲧⲙⲉⲥⲓⲟ, ⲧⲙⲁⲥⲓⲟ, ⲙⲉⲥⲓⲟ	ⲑⲙⲉⲥⲓⲟ																	
1000	ms	*masīy-ū; masīw-ū	pl			jeune animal; veau; taurillon	121	very_likely	same				ⲙⲥⲏⲩ															
1001	ms	*misya.t; *miysa.t; mīsa.t		f		intérêts	122	very_likely	related__not_same	ⲙⲏⲥⲉ, ⲙⲏⲥⲓ																		
1002	msḏy					haï	123	very_likely	same	ⲙⲁⲥⲧⲉ, ⲙⲉⲥⲧⲉ	ⲙⲁⲥⲧⲉ	ⲙⲥⲧⲟⲩ, ⲙⲉⲥⲧⲟⲩ																
1003	msḏy			f		haïe	122	very_likely	same	ⲙⲉⲥⲧⲏ																		
1004	msḏy				inf.	haïr	122	very_likely	same	ⲙⲟⲥⲧⲉ	ⲙⲟⲥϯ																	
1006	mšd.t				inf.	parcourir; visiter; explorer	129	very_likely	related__not_same	ⲙⲟⲩϣⲧ	ⲙⲟⲩϣⲧ																	
1008	mšd.t				inf.	gué; passage	129	very_likely	same	ⲙⲓϣⲧⲉ																		
1009	mšdd.t			f		peigne	129	very_likely	same	ⲙϣⲧⲱⲧⲉ, ⲙⲓϣⲧⲱⲧⲱ	ⲙⲁϣⲑⲱϯ																	
1010	msḥ					crocodile	123	very_likely	same	ⲙⲥⲁϩ	ⲙⲥⲁϩ																	
1011	msḥ	*msaḥ-y-ū; *msaḥ-ḥ-ū; *msaꜣḥ-ū	pl.			crocodile	123	very_likely	same	ⲙⲥⲟⲟϩ																		
1012	mšꜥ					multitude; foule; troupe	128	very_likely	same	ⲙⲏⲏϣⲉ	ⲙⲏϣ	ⲙⲓⲉⲓϣⲉ	ⲙⲏϣⲉ	ⲙⲏϣⲁ	ⲙⲏⲏϣⲓ													
1013	mšꜥ	*mašꜥay			qual. ?	marcher; s'en aller; mourir (sens figuré)	128	reconstruction_unclear	same	ⲙⲟⲟϣⲉ	ⲙⲁϣⲓ, ⲙⲟϣⲓ	ⲙⲁⲁϩⲉ	ⲙⲁⲁϩⲉ	ⲙⲟϩⲉ	ⲙⲁⲁϣⲓ													
1014	mty; mtr	*mitya.t			inf.	obtenir; jouir; succès	124	perhaps	same	ⲙⲁⲁⲧⲉ, ⲙⲁⲧⲉ, ⲙⲉⲧⲉ		ⲙⲉⲉⲧⲉ, ⲙⲉⲧⲉ	ⲙⲉⲉⲧⲉ, ⲙⲉⲧⲉ															
1015	mtw.t	*mitwa.t		f		poison	125	very_likely	same	ⲙⲁⲧⲟⲩ	ⲙⲁⲑⲟⲩⲓ	ⲙⲉⲧⲟⲩ			ⲙⲉⲧⲃⲓ													
1016	mt	*mātey; *mātew				tendon; nerf; articulation; cou	124	very_likely	same	ⲙⲟⲩⲧ	ⲙⲟⲩⲧ																	
1017	mt	*maty-ū; *matw-ū	pl			tendon; nerf; articulation; cou	124	very_likely	same	ⲙⲟⲧⲉ	ⲙⲟϯ																	
1019	mtr.t	*mitra.t; *mirra.t		f		midi	119	very_likely	same	ⲙⲉⲉⲣⲉ	ⲙⲉⲣⲓ																	
1020	mtrw					témoin	117	very_likely	same	ⲙⲛⲧⲣⲉ	ⲙⲉⲑⲣⲉ																	
1021	mtrw		pl			témoin	117	very_likely	same	ⲙⲉⲧⲣⲉⲉⲩ																		
1022	mtr	°matār; °matāꜣ; *matàꜣ				présence	123	very_likely	same	ⲙⲧⲟ	ⲙⲑⲟ																	
1023	s-mtr				inf.	examiner	192	very_likely	same	ⲥⲱⲛⲧ																		
1024	mwyy.t	*mawīya.t		f		urine; excrément	107	very_likely	same	ⲙⲏ, ⲙⲓ	ⲙⲏ																	
1025	mw	°maway; *maw				eau	126	very_likely	same	ⲙⲟⲟⲩ	ⲙⲱⲟⲩ	ⲙⲁⲩ	ⲙⲁⲩ		ⲙⲁⲩ													
1026	mw		coll	f		eau	126	very_likely	same	ⲙⲟⲩⲉⲓⲏ																		
1027	mw		pl			eau	126	very_likely	same	ⲙⲟⲩⲉⲓⲟⲟⲩⲉ																		
1028	mw.t	*māwī.t; *māwiy(a).t		f		mère	126	very_likely	same	ⲙⲁⲁⲩ	ⲙⲁⲩ																	
1030	mꜣṯ; mꜣwṯ	*miꜣweṯ			inf.	penser; réfléchir; s'imaginer	127	reconstruction_unclear	same	ⲙⲉⲉⲩⲉ	ⲙⲉⲩⲓ						ⲙⲉⲉⲩ, ⲙⲉⲩ											
1031	mꜣw.t	°māꜣī.t; *māyī.t		f	part.|act.	île (la nouvelle)	108	very_likely	same	ⲙⲟⲩⲉ, ⲙⲟⲩⲓ	ⲙⲟⲩⲓ		ⲙⲟⲩⲉ				ⲙⲟⲩ, ⲙⲟⲩⲉ, ⲙⲟⲩⲓⲉ, ⲙⲟⲩⲉⲓ											
1032	mꜣ(w)	°māꜣiw; *māyiw			part.|act.	nouveau	109	very_likely	same	ⲙⲟⲩⲓ, ⲙⲟⲩⲟⲩⲓ																		
1033	mꜣy	*màꜣīy				lion	109	very_likely	same	ⲙⲟⲩⲓ	ⲙⲟⲩⲓ	ⲙⲟⲩⲓ	ⲙⲟⲩⲓ		ⲙⲟⲩⲓ			ⲙⲟⲩⲓ										
1035	mꜣy.t	*maꜣīya.t		f		lionne	109	very_likely	same		ⲙⲓⲉ, ⲙⲓⲏ, ⲙⲟⲩⲓⲏ																	
1036	mꜣw.t	*maꜣāwa.t		f		lumière; clarté	108	very_likely	same		ⲙⲟⲩⲉ								ⲙⲱⲟⲩⲓ									
1038	mꜣḥ					couronne de (...)	130	very_likely	same																			
1039	mꜣẖ				inf.	brûler	131	very_likely	same	ⲙⲟⲩϩ	ⲙⲟⲩϩ, ⲙⲟϩ																	
1040	dy.t mꜣẖ	*dy.t mꜣẖ-ā			d-caus.|inf.	allumer; brûler; flamber	216	very_likely	same	ⲧⲙϩⲟ	ⲧⲉⲙϩⲟ																	
1041	mꜣq.t	°mayꜣaqa.t; °miyꜣaqa.t; °mēꜣāqa.t; °mīꜣāqa.t; *m(ꜣ)Oqe.t		f		échelle	110	very_likely	same		ⲙⲟⲩⲕⲓ																	
1042	mꜣṯ.t	*maꜣūṯaw				persil; céléri	124	very_likely	same	ⲙⲓⲧ	ⲉⲙⲓⲧ, ⲙⲓⲧ																	
1043	mꜥꜣ.t	*mūꜣꜥa.t		f		vérité	105	very_likely	same	ⲙⲉ, ⲙⲏⲉ	ⲙⲉⲓ, ⲙⲏⲓ	ⲙⲏⲉ, ⲙⲓⲉ	ⲙⲉ, ⲙⲏⲉ, ⲙⲓⲉ		ⲙⲏⲓ													
1044	mꜣꜥ.t-y					veritable	124	very_likely	same	ⲙⲏⲧ								ⲙⲏⲧ										
1045	dy.t mꜣꜥ-y	*dy.t mꜣꜥ-y-ā			d-caus.|inf.	justifier; glorifier	215	very_likely	same	ⲧⲙⲁⲉⲓⲟ	ⲑⲙⲁⲓⲟ																	
1046						lieu; place	103	uncertain	same	ⲙⲁ	ⲙⲁ, ⲙⲁⲓ	ⲙⲁ	ⲙⲁ		ⲙⲁ, ⲙⲉ			ⲙⲁ										
1047						lieu; place	103	uncertain	same		ⲙⲟⲩ				ⲙⲟⲩ													
1048	nty	°nit-īy-ū			pron.	qui; que; lequel	47	very_likely	same	ⲉⲧ-	ⲉⲧ-																	
1049	n	°niy-ū			prep.	particule du génitif	134	very_likely	same	ⲛ	ⲛ																	
1050	nt.t	°nit-ī.t-ū			pron.	qui; que; laquel	144	very_likely	same	ⲛⲧ-																		
1051	ntf				inf.	délier	147	very_likely	same	ⲛⲟⲩⲧϥ, ⲛⲟⲩϥⲧ	ⲛⲟⲩⲧϥ, ⲛⲟⲩϥⲧ																	
1052	mṯn					chemin	109	very_likely	same	ⲙⲟⲉⲓⲧ	ⲙⲱⲓⲧ																	
1053	mṯn		pl			chemin	109	very_likely	same		ⲙⲓⲧⲱⲟⲩⲓ																	
1055	nbw	*nābaw				or	139	very_likely	same	ⲛⲟⲩⲃ	ⲛⲟⲩⲃ																	
1056	nby	°nibya.t; *nibyi.t			inf.	nager	139	very_likely	same	ⲛⲉⲉⲃⲉ	ⲛⲉϥ		ⲛⲉⲃⲉ															
1057	nby	°nibya.t; *nibyi.t			inf.	nager	139	very_likely	same		ⲛⲉⲃⲓ, ⲛⲉϥⲓ																	
1058	nby	°nibi.t; *nībi.t			inf.	nager	139	very_likely	same	ⲛⲓⲃⲉ	ⲛⲓⲡⲓ				ⲛⲓⲃⲓ													
1059	nby	*niyba.t; *niybi.t; *nība.t; *nībi.t			inf.	nager	139	very_likely	same	ⲛⲏⲃⲉ, ⲛⲏⲏⲃⲉ	ⲛⲏⲃⲓ		ⲛⲏⲃⲉ															
1060	nb	°nibū; *nib				maître; seigneur	138	very_likely	same				ⲛⲉⲡ				ⲛⲉⲡ											
1061	nb	°nībaw; *nībaw				maître; seigneur	138	very_likely	same		ⲛⲏⲃ							ⲛⲏⲃ										
1062	nb	*nibn				chaque; tout	142	very_likely	related__not_same	ⲛⲓⲙ	ⲛⲓⲃⲉⲛ				ⲛⲓⲃⲓ													
1067	nbs					l'arbre Noube de Méroé	140	very_likely	same																			
1068	nbꜣ					fuseau	118	very_likely	same	ⲙⲡⲁⲓ	ⲙⲃⲁⲓ	ⲗⲃⲉⲓ																
1071	nḏy-w					farine	141	very_likely	same	ⲛⲟⲉⲓⲧ	ⲛⲱⲓⲧ				ⲛⲁⲓⲧ													
1072	nḏ				inf.	broyer; moudre	145	very_likely	same	ⲛⲟⲩⲧ	ⲛⲟⲩⲧ																	
1073	nḏr; nḏry				inf.	jeter; mettre; poser; placer	152	reconstruction_unclear	same	ⲛⲟⲩϫⲉ, ⲛⲟⲩϫ	ⲛⲟⲩϫ																	
1074	ndb.w-t				inf.	se mettre; s'installer; se coucher	179	perhaps	related__not_same		ⲣⲱⲧⲉⲃ																	
1077	nḏm				inf.	être doux; agréable	147	very_likely	same	ⲛⲟⲩⲧⲙ	ⲛⲟⲩⲧⲉⲙ																	
1078	nfw	*nifyaw				matelot; batelier	149	very_likely	same	ⲛⲉⲉϥ	ⲛⲉϥ																	
1079	nf					brouillard	149	very_likely	same	ⲛⲓϥ	ⲛⲓϥ																	
1080	nfy					souffler; vent	149	very_likely	same	ⲛⲓϥⲉ	ⲛⲓϥⲓ																	
1081	nfr	*nāfir				bon	150	very_likely	same	ⲛⲟⲩϥⲉ	ⲛⲟⲩϥⲓ																	
1082	nfr-w	*nāfr-ū	pl			bon	150	very_likely	same		-ⲛⲟϥⲉⲣ																	
1083	nfr.t	°nāfir-a.t; *nafra.t		f		avantage	150	very_likely	same	ⲛⲟϥⲣⲉ	ⲛⲟϥⲣⲓ																	
1084	ngg; ngng				inf.	railler; blâmer	153	very_likely	same	ⲛⲟϭⲛⲉϭ	ⲛⲟϫⲛⲉϫ			ⲛⲟⲕⲛⲕ														
1085	ngꜣyy	*nigya.t		f		sein (de la mère); ventre; estomac	153	very_likely	same		ⲛⲉϫⲓ																	
1087	nhy				inf.	secouer; répandre; éloigner; choisir; fixer	151	very_likely	same	ⲛⲟⲩϩⲉ, ⲛⲟⲩϩ	ⲛⲟϩ, ⲛⲟⲩϩ																	
1088	nhnh				inf.	secouer	152	very_likely	same																			
